note_id,comment_id,user_id,nickname,content,time,like_count,gender,ip_location,level
68047ee8000000001c01d9f1,68199a3a000000000b02c7d8,63ac08c000000000270366d7,小红薯63AC255D,全国高考数学都OK,1970-01-01 08:00:00,0,男性,吉林,一级
68047ee8000000001c01d9f1,681967be0000000020016d82,64cf1503000000000b00ab92,blue,山西人[doge][doge],1970-01-01 08:00:00,0,未知,重庆,一级
68047ee8000000001c01d9f1,68049356000000001f01b917,5f5eddb10000000001006051,梦女又怎样,111,1970-01-01 08:00:00,0,女性,山西,一级
68047ee8000000001c01d9f1,6815b2f7000000000400ee83,62c7ff30000000000303f116,。,dd,1970-01-01 08:00:00,0,男性,广东,二级
68047ee8000000001c01d9f1,68047f17000000001f001d77,5f5eddb10000000001006051,梦女又怎样,888,1970-01-01 08:00:00,0,女性,山西,一级
68047ee8000000001c01d9f1,68047f120000000020017279,5f5eddb10000000001006051,梦女又怎样,777,1970-01-01 08:00:00,0,女性,山西,一级
68047ee8000000001c01d9f1,68047f0e0000000020010316,5f5eddb10000000001006051,梦女又怎样,666,1970-01-01 08:00:00,0,女性,山西,一级
68047ee8000000001c01d9f1,68047f09000000001f02891f,5f5eddb10000000001006051,梦女又怎样,555,1970-01-01 08:00:00,0,女性,山西,一级
68047ee8000000001c01d9f1,681789b90000000007028910,63c49fd8000000002702b315,可爱的电车猛兽,dd，看看我,1970-01-01 08:00:00,0,未知,日本,一级
68047ee8000000001c01d9f1,6816db52000000002001518b,65f17720000000000500a3a2,good,可,1970-01-01 08:00:00,0,未知,山西,一级
68047ee8000000001c01d9f1,6816c7920000000003036f4c,5fbb292f00000000010083f2,咚东数学,"dd,我可以",1970-01-01 08:00:00,0,男性,江苏,一级
68047ee8000000001c01d9f1,68161828000000000b01c2b5,5f3600200000000001002beb,清一,数学竞赛一等奖 找我试试,1970-01-01 08:00:00,0,男性,湖北,一级
68047ee8000000001c01d9f1,681596eb000000000b02c709,6789f1e5000000000d0082c2,弯晚,100最后一个月学我给你的一定提上去，不行可以退钱（真的不是广告我是大学生）不要觉得贵，分数提上去你就觉得值了,1970-01-01 08:00:00,0,男性,广东,一级
68047ee8000000001c01d9f1,681513800000000003037781,67e3df7d000000000e011865,小红薯67E4BEDE,上海师范大学化学专业在读，所有理科都很好,1970-01-01 08:00:00,0,未知,上海,一级
